,epoch
8850,13
8851,13
8852,13
8853,13
8854,13
8855,13
8856,13
8857,13
8858,13
8859,13
8860,13
8861,13
8862,13
8863,13
8864,13
8865,13
8866,13
8867,13
8868,13
8869,13
8870,13
8871,13
8872,13
8873,13
8874,13
8875,13
8876,13
8877,13
8878,13
8879,13
8880,13
8881,13
8882,13
8883,13
8884,13
8885,13
8886,13
8887,13
8888,13
8889,13
8890,13
8891,13
8892,13
8893,13
8894,13
8895,13
8896,13
8897,13
8898,13
8899,13
8900,13
8901,13
8902,13
8903,13
8904,13
8905,13
8906,13
8907,13
8908,13
8909,13
8910,13
8911,13
8912,13
8913,13
8914,13
8915,13
8916,13
8917,13
8918,13
8919,13
8920,13
8921,13
8922,13
8923,13
8924,13
8925,13
8926,13
8927,13
8928,13
8929,13
8930,13
8931,13
8932,13
8933,13
8934,13
8935,13
8936,13
8937,13
8938,13
8939,13
8940,13
8941,13
8942,13
8943,13
8944,13
8945,13
8946,13
8947,13
8948,13
8949,13
8950,13
8951,13
8952,13
8953,13
8954,13
8955,13
8956,13
8957,13
8958,13
8959,13
8960,13
8961,13
8962,13
8963,13
8964,13
8965,13
8966,13
8967,13
8968,13
8969,13
8970,13
8971,13
8972,13
8973,13
8974,13
8975,13
8976,13
8977,13
8978,13
8979,13
8980,13
8981,13
8982,13
8983,13
8984,13
8985,13
8986,13
8987,13
8988,13
8989,13
8990,13
8991,13
8992,13
8993,13
8994,13
8995,13
8996,13
8997,13
8998,13
8999,13
9000,13
9001,13
9002,13
9003,13
9004,13
9005,13
9006,13
9007,13
9008,13
9009,13
9010,13
9011,13
9012,13
9013,13
9014,13
9015,13
9016,13
9017,13
9018,13
9019,13
9020,13
9021,13
9022,13
9023,13
9024,13
9025,13
9026,13
9027,13
9028,13
9029,13
9030,13
9031,13
9032,13
9033,13
9034,13
9035,13
9036,13
9037,13
9038,13
9039,13
9040,13
9041,13
9042,13
9043,13
9044,13
9045,13
9046,13
9047,13
9048,13
9049,13
9050,13
9051,13
9052,13
9053,13
9054,13
9055,13
9056,13
9057,13
9058,13
9059,13
9060,13
9061,13
9062,13
9063,13
9064,13
9065,13
9066,13
9067,13
9068,13
9069,13
9070,13
9071,13
9072,13
9073,13
9074,13
9075,13
9076,13
9077,13
9078,13
9079,13
9080,13
9081,13
9082,13
9083,13
9084,13
9085,13
9086,13
9087,13
9088,13
9089,13
9090,13
9091,13
9092,13
9093,13
9094,13
9095,13
9096,13
9097,13
9098,13
9099,13
9100,13
9101,13
9102,13
9103,13
9104,13
9105,13
9106,13
9107,13
9108,13
9109,13
9110,13
9111,13
9112,13
9113,13
9114,13
9115,13
9116,13
9117,13
9118,13
9119,13
9120,13
9121,13
9122,13
9123,13
9124,13
9125,13
9126,13
9127,13
9128,13
9129,13
9130,13
9131,13
9132,13
9133,13
9134,13
9135,13
9136,13
9137,13
9138,13
9139,13
9140,13
9141,13
9142,13
9143,13
9144,13
9145,13
9146,13
9147,13
9148,13
9149,13
9150,13
9151,13
9152,13
9153,13
9154,13
9155,13
9156,13
9157,13
9158,13
9159,13
9160,13
9161,13
9162,13
9163,13
9164,13
9165,13
9166,13
9167,13
9168,13
9169,13
9170,13
9171,13
9172,13
9173,13
9174,13
9175,13
9176,13
9177,13
9178,13
9179,13
9180,13
9181,13
9182,13
9183,13
9184,13
9185,13
9186,13
9187,13
9188,13
9189,13
9190,13
9191,13
9192,13
9193,13
9194,13
9195,13
9196,13
9197,13
9198,13
9199,13
9200,13
9201,13
9202,13
9203,13
9204,13
9205,13
9206,13
9207,13
9208,13
9209,13
9210,13
9211,13
9212,13
9213,13
9214,13
9215,13
9216,13
9217,13
9218,13
9219,13
9220,13
9221,13
9222,13
9223,13
9224,13
9225,13
9226,13
9227,13
9228,13
9229,13
9230,13
9231,13
9232,13
9233,13
9234,13
9235,13
9236,13
9237,13
9238,13
9239,13
9240,13
9241,13
9242,13
9243,13
9244,13
9245,13
9246,13
9247,13
9248,13
9249,13
9250,13
9251,13
9252,13
9253,13
9254,13
9255,13
9256,13
9257,13
9258,13
9259,13
9260,13
9261,13
9262,13
9263,13
9264,13
9265,13
9266,13
9267,13
9268,13
9269,13
9270,13
9271,13
9272,13
9273,13
9274,13
9275,13
9276,13
9277,13
9278,13
9279,13
9280,13
9281,13
9282,13
9283,13
9284,13
9285,13
9286,13
9287,13
9288,13
9289,13
9290,13
9291,13
9292,13
9293,13
9294,13
9295,13
9296,13
9297,13
9298,13
9299,13
9300,13
9301,13
9302,13
9303,13
9304,13
9305,13
9306,13
9307,13
9308,13
9309,13
11305,17
11306,17
11307,17
11308,17
11309,17
11310,17
11311,17
11312,17
11313,17
11314,17
11315,17
11316,17
11317,17
11318,17
11319,17
11320,17
11321,17
11322,17
11323,17
11324,17
11325,17
11326,17
11327,17
11328,17
11329,17
11330,17
11331,17
11332,17
11333,17
11334,17
11335,17
11336,17
11337,17
11338,17
11339,17
11340,17
11341,17
11342,17
11343,17
11344,17
11345,17
11346,17
11347,17
11348,17
11349,17
11350,17
11351,17
11352,17
11353,17
11354,17
11355,17
11356,17
11357,17
11358,17
11359,17
11360,17
11361,17
11362,17
11363,17
11364,17
11365,17
11366,17
11367,17
11368,17
11369,17
11370,17
11371,17
11372,17
11373,17
11374,17
11375,17
11376,17
11377,17
11378,17
11379,17
11380,17
11381,17
11382,17
11383,17
11384,17
11385,17
11386,17
11387,17
11388,17
11389,17
11390,17
11391,17
11392,17
11393,17
11394,17
11395,17
11396,17
11397,17
11398,17
11399,17
11400,17
11401,17
11402,17
11403,17
11404,17
11405,17
11406,17
11407,17
11408,17
11409,17
11410,17
11411,17
11412,17
11413,17
11414,17
11415,17
11416,17
11417,17
11418,17
11419,17
11420,17
11421,17
11422,17
11423,17
11424,17
11425,17
11426,17
11427,17
11428,17
11429,17
11430,17
11431,17
11432,17
11433,17
11434,17
11435,17
11436,17
11437,17
11438,17
11439,17
11440,17
11441,17
11442,17
11443,17
11444,17
11445,17
11446,17
11447,17
11448,17
11449,17
11450,17
11451,17
11452,17
11453,17
11454,17
11455,17
11456,17
11457,17
11458,17
11459,17
11460,17
11461,17
11462,17
11463,17
11464,17
11465,17
11466,17
11467,17
11468,17
11469,17
11470,17
11471,17
11472,17
11473,17
11474,17
11475,17
11476,17
11477,17
11478,17
11479,17
11480,17
11481,17
11482,17
11483,17
11484,17
11485,17
11486,17
11487,17
11488,17
11489,17
11490,17
11491,17
11492,17
11493,17
11494,17
11495,17
11496,17
11497,17
11498,17
11499,17
11500,17
11501,17
11502,17
11503,17
11504,17
11505,17
11506,17
11507,17
11508,17
11509,17
11510,17
11511,17
11512,17
11513,17
11514,17
11515,17
11516,17
11517,17
11518,17
11519,17
11520,17
11521,17
11522,17
11523,17
11524,17
11525,17
11526,17
11527,17
11528,17
11529,17
11530,17
11531,17
11532,17
11533,17
11534,17
11535,17
11536,17
11537,17
11538,17
11539,17
11540,17
11541,17
11542,17
11543,17
11544,17
11545,17
11546,17
11547,17
11548,17
11549,17
11550,17
11551,17
11552,17
11553,17
11554,17
11555,17
11556,17
11557,17
11558,17
11559,17
11560,17
11561,17
11562,17
11563,17
11564,17
11565,17
11566,17
11567,17
11568,17
11569,17
11570,17
11571,17
11572,17
11573,17
11574,17
11575,17
11576,17
11577,17
11578,17
11579,17
11580,17
11581,17
11582,17
11583,17
11584,17
11585,17
11586,17
11587,17
11588,17
11589,17
11590,17
11591,17
11592,17
11593,17
11594,17
11595,17
11596,17
11597,17
11598,17
11599,17
11600,17
11601,17
11602,17
11603,17
11604,17
11605,17
11606,17
11607,17
11608,17
11609,17
11610,17
11611,17
11612,17
11613,17
11614,17
11615,17
11616,17
11617,17
11618,17
11619,17
11620,17
11621,17
11622,17
11623,17
11624,17
11625,17
11626,17
11627,17
11628,17
11629,17
11630,17
11631,17
11632,17
11633,17
11634,17
11635,17
11636,17
11637,17
11638,17
11639,17
11640,17
11641,17
11642,17
11643,17
11644,17
11645,17
11646,17
11647,17
11648,17
11649,17
11650,17
11651,17
11652,17
11653,17
11654,17
11655,17
11656,17
11657,17
11658,17
11659,17
11660,17
11661,17
11662,17
11663,17
11664,17
11665,17
11666,17
11667,17
11668,17
11669,17
11670,17
11671,17
11672,17
11673,17
11674,17
11675,17
11676,17
11677,17
11678,17
11679,17
11680,17
11681,17
11682,17
11683,17
11684,17
11685,17
11686,17
11687,17
11688,17
11689,17
11690,17
11691,17
11692,17
11693,17
11694,17
11695,17
11696,17
11697,17
11698,17
11699,17
11700,17
11701,17
11702,17
11703,17
11704,17
11705,17
11706,17
11707,17
11708,17
11709,17
11710,17
11711,17
11712,17
11713,17
11714,17
11715,17
11716,17
11717,17
11718,17
11719,17
11720,17
11721,17
11722,17
11723,17
11724,17
11725,17
11726,17
11727,17
11728,17
11729,17
11730,17
11731,17
11732,17
11733,17
11734,17
11735,17
11736,17
11737,17
11738,17
11739,17
11740,17
11741,17
11742,17
11743,17
11744,17
11745,17
11746,17
11747,17
11748,17
11749,17
11750,17
11751,17
11752,17
11753,17
11754,17
11755,17
11756,17
11757,17
11758,17
11759,17
11760,17
11761,17
11762,17
11763,17
11764,17
11765,17
11766,17
11767,17
11768,17
11769,17
11770,17
11771,17
11772,17
11773,17
11774,17
11775,17
11776,17
11777,17
11778,17
11779,17
11780,17
11781,17
11782,17
11783,17
11784,17
11785,17
11786,17
11787,17
11788,17
11789,17
11790,17
11791,17
11792,17
11793,17
11794,17
11795,17
11796,17
11797,17
11798,17
11799,17
11800,17
11801,17
11802,17
11803,17
11804,17
11805,17
11806,17
11807,17
11808,17
11809,17
11810,17
11811,17
11812,17
11813,17
11814,17
11815,17
11816,17
11817,17
11818,17
11819,17
11820,17
11821,17
11822,17
11823,17
11824,17
11825,17
11826,17
11827,17
11828,17
11829,17
11830,17
11831,17
11832,17
11833,17
11834,17
11835,17
11836,17
11837,17
11838,17
11839,17
11840,17
11841,17
11842,17
11843,17
11844,17
11845,17
11846,17
11847,17
11848,17
11849,17
11850,17
11851,17
11852,17
11853,17
11854,17
11855,17
11856,17
11857,17
11858,17
11859,17
11860,17
11861,17
11862,17
11863,17
11864,17
11865,17
11866,17
11867,17
11868,17
11869,17
11870,17
11871,17
11872,17
11873,17
11874,17
11875,17
11876,17
11877,17
11878,17
11879,17
11880,17
11881,17
11882,17
11883,17
11884,17
11885,17
11886,17
11887,17
11888,17
11889,17
11890,17
11891,17
11892,17
11893,17
11894,17
11895,17
11896,17
11897,17
11898,17
11899,17
11900,17
11901,17
11902,17
11903,17
11904,17
11905,17
11906,17
11907,17
11908,17
11909,17
11910,17
11911,17
11912,17
11913,17
11914,17
11915,17
11916,17
11917,17
11918,17
11919,17
11920,17
11921,17
11922,17
11923,17
11924,17
11925,17
11926,17
11927,17
11928,17
11929,17
11930,17
11931,17
11932,17
11933,17
11934,17
11935,17
11936,17
11937,17
11938,17
11939,17
11940,17
11941,17
11942,17
11943,17
11944,17
11945,17
11946,17
11947,17
11948,17
11949,17
11950,17
11951,17
11952,17
11953,17
11954,17
11955,17
11956,17
11957,17
11958,17
11959,17
11960,17
11961,17
11962,17
11963,17
11964,17
11965,17
11966,17
11967,17
11968,17
11969,17
12635,19
12636,19
12637,19
12638,19
12639,19
12640,19
12641,19
12642,19
12643,19
12644,19
12645,19
12646,19
12647,19
12648,19
12649,19
12650,19
12651,19
12652,19
12653,19
12654,19
12655,19
12656,19
12657,19
12658,19
12659,19
12660,19
12661,19
12662,19
12663,19
12664,19
12665,19
12666,19
12667,19
12668,19
12669,19
12670,19
12671,19
12672,19
12673,19
12674,19
12675,19
12676,19
12677,19
12678,19
12679,19
12680,19
12681,19
12682,19
12683,19
12684,19
12685,19
12686,19
12687,19
12688,19
12689,19
12690,19
12691,19
12692,19
12693,19
12694,19
12695,19
12696,19
12697,19
12698,19
12699,19
12700,19
12701,19
12702,19
12703,19
12704,19
12705,19
12706,19
12707,19
12708,19
12709,19
12710,19
12711,19
12712,19
12713,19
12714,19
12715,19
12716,19
12717,19
12718,19
12719,19
12720,19
12721,19
12722,19
12723,19
12724,19
12725,19
12726,19
12727,19
12728,19
12729,19
12730,19
12731,19
12732,19
12733,19
12734,19
12735,19
12736,19
12737,19
12738,19
12739,19
12740,19
12741,19
12742,19
12743,19
12744,19
12745,19
12746,19
12747,19
12748,19
12749,19
12750,19
12751,19
12752,19
12753,19
12754,19
12755,19
12756,19
12757,19
12758,19
12759,19
12760,19
12761,19
12762,19
12763,19
12764,19
12765,19
12766,19
12767,19
12768,19
12769,19
12770,19
12771,19
12772,19
12773,19
12774,19
12775,19
12776,19
12777,19
12778,19
12779,19
12780,19
12781,19
12782,19
12783,19
12784,19
12785,19
12786,19
12787,19
12788,19
12789,19
12790,19
12791,19
12792,19
12793,19
12794,19
12795,19
12796,19
12797,19
12798,19
12799,19
12800,19
12801,19
12802,19
12803,19
12804,19
12805,19
12806,19
12807,19
12808,19
12809,19
12810,19
12811,19
12812,19
12813,19
12814,19
12815,19
12816,19
12817,19
12818,19
12819,19
12820,19
12821,19
12822,19
12823,19
12824,19
12825,19
12826,19
12827,19
12828,19
12829,19
12830,19
12831,19
12832,19
12833,19
12834,19
12835,19
12836,19
12837,19
12838,19
12839,19
12840,19
12841,19
12842,19
12843,19
12844,19
12845,19
12846,19
12847,19
12848,19
12849,19
12850,19
12851,19
12852,19
12853,19
12854,19
12855,19
12856,19
12857,19
12858,19
12859,19
12860,19
12861,19
12862,19
12863,19
12864,19
12865,19
12866,19
12867,19
12868,19
12869,19
12870,19
12871,19
12872,19
12873,19
12874,19
12875,19
12876,19
12877,19
12878,19
12879,19
12880,19
12881,19
12882,19
12883,19
12884,19
12885,19
12886,19
12887,19
12888,19
12889,19
12890,19
12891,19
12892,19
12893,19
12894,19
12895,19
12896,19
12897,19
12898,19
12899,19
12900,19
12901,19
12902,19
12903,19
12904,19
12905,19
12906,19
12907,19
12908,19
12909,19
12910,19
12911,19
12912,19
12913,19
12914,19
12915,19
12916,19
12917,19
12918,19
12919,19
12920,19
12921,19
12922,19
12923,19
12924,19
12925,19
12926,19
12927,19
12928,19
12929,19
12930,19
12931,19
12932,19
12933,19
12934,19
12935,19
12936,19
12937,19
12938,19
12939,19
12940,19
12941,19
12942,19
12943,19
12944,19
12945,19
12946,19
12947,19
12948,19
12949,19
12950,19
12951,19
12952,19
12953,19
12954,19
12955,19
12956,19
12957,19
12958,19
12959,19
12960,19
12961,19
12962,19
12963,19
12964,19
12965,19
12966,19
12967,19
12968,19
12969,19
12970,19
12971,19
12972,19
12973,19
12974,19
12975,19
12976,19
12977,19
12978,19
12979,19
12980,19
12981,19
12982,19
12983,19
12984,19
12985,19
12986,19
12987,19
12988,19
12989,19
12990,19
12991,19
12992,19
12993,19
12994,19
12995,19
12996,19
12997,19
12998,19
12999,19
13000,19
13001,19
13002,19
13003,19
13004,19
13005,19
13006,19
13007,19
13008,19
13009,19
13010,19
13011,19
13012,19
13013,19
13014,19
13015,19
13016,19
13017,19
13018,19
13019,19
13020,19
13021,19
13022,19
13023,19
13024,19
13025,19
13026,19
13027,19
13028,19
13029,19
13030,19
13031,19
13032,19
13033,19
13034,19
13035,19
13036,19
13037,19
13038,19
13039,19
13040,19
13041,19
13042,19
13043,19
13044,19
13045,19
13046,19
13047,19
13048,19
13049,19
13050,19
13051,19
13052,19
13053,19
13054,19
13055,19
13056,19
13057,19
13058,19
13059,19
13060,19
13061,19
13062,19
13063,19
13064,19
13065,19
13066,19
13067,19
13068,19
13069,19
13070,19
13071,19
13072,19
13073,19
13074,19
13075,19
13076,19
13077,19
13078,19
13079,19
13080,19
13081,19
13082,19
13083,19
13084,19
13085,19
13086,19
13087,19
13088,19
13089,19
13090,19
13091,19
13092,19
13093,19
13094,19
13095,19
13096,19
13097,19
13098,19
13099,19
13100,19
13101,19
13102,19
13103,19
13104,19
13105,19
13106,19
13107,19
13108,19
13109,19
13110,19
13111,19
13112,19
13113,19
13114,19
13115,19
13116,19
13117,19
13118,19
13119,19
13120,19
13121,19
13122,19
13123,19
13124,19
13125,19
13126,19
13127,19
13128,19
13129,19
13130,19
13131,19
13132,19
13133,19
13134,19
13135,19
13136,19
13137,19
13138,19
13139,19
13140,19
13141,19
13142,19
13143,19
13144,19
13145,19
13146,19
13147,19
13148,19
13149,19
13150,19
13151,19
13152,19
13153,19
13154,19
13155,19
13156,19
13157,19
13158,19
13159,19
13160,19
13161,19
13162,19
13163,19
13164,19
13165,19
13166,19
13167,19
13168,19
13169,19
13170,19
13171,19
13172,19
13173,19
13174,19
13175,19
13176,19
13177,19
13178,19
13179,19
13180,19
13181,19
13182,19
13183,19
13184,19
13185,19
13186,19
13187,19
13188,19
13189,19
13190,19
13191,19
13192,19
13193,19
13194,19
13195,19
13196,19
13197,19
13198,19
13199,19
13200,19
13201,19
13202,19
13203,19
13204,19
13205,19
13206,19
13207,19
13208,19
13209,19
13210,19
13211,19
13212,19
13213,19
13214,19
13215,19
13216,19
13217,19
13218,19
13219,19
13220,19
13221,19
13222,19
13223,19
13224,19
13225,19
13226,19
13227,19
13228,19
13229,19
13230,19
13231,19
13232,19
13233,19
13234,19
13235,19
13236,19
13237,19
13238,19
13239,19
13240,19
13241,19
13242,19
13243,19
13244,19
13245,19
13246,19
13247,19
13248,19
13249,19
13250,19
13251,19
13252,19
13253,19
13254,19
13255,19
13256,19
13257,19
13258,19
13259,19
13260,19
13261,19
13262,19
13263,19
13264,19
13265,19
13266,19
13267,19
13268,19
13269,19
13270,19
13271,19
13272,19
13273,19
13274,19
13275,19
13276,19
13277,19
13278,19
13279,19
13280,19
13281,19
13282,19
13283,19
13284,19
13285,19
13286,19
13287,19
13288,19
13289,19
13290,19
13291,19
13292,19
13293,19
13294,19
13295,19
13296,19
13297,19
13298,19
13299,19
13965,21
13966,21
13967,21
13968,21
13969,21
13970,21
13971,21
13972,21
13973,21
13974,21
13975,21
13976,21
13977,21
13978,21
13979,21
13980,21
13981,21
13982,21
13983,21
13984,21
13985,21
13986,21
13987,21
13988,21
13989,21
13990,21
13991,21
13992,21
13993,21
13994,21
13995,21
13996,21
13997,21
13998,21
13999,21
14000,21
14001,21
14002,21
14003,21
14004,21
14005,21
14006,21
14007,21
14008,21
14009,21
14010,21
14011,21
14012,21
14013,21
14014,21
14015,21
14016,21
14017,21
14018,21
14019,21
14020,21
14021,21
14022,21
14023,21
14024,21
14025,21
14026,21
14027,21
14028,21
14029,21
14030,21
14031,21
14032,21
14033,21
14034,21
14035,21
14036,21
14037,21
14038,21
14039,21
14040,21
14041,21
14042,21
14043,21
14044,21
14045,21
14046,21
14047,21
14048,21
14049,21
14050,21
14051,21
14052,21
14053,21
14054,21
14055,21
14056,21
14057,21
14058,21
14059,21
14060,21
14061,21
14062,21
14063,21
14064,21
14065,21
14066,21
14067,21
14068,21
14069,21
14070,21
14071,21
14072,21
14073,21
14074,21
14075,21
14076,21
14077,21
14078,21
14079,21
14080,21
14081,21
14082,21
14083,21
14084,21
14085,21
14086,21
14087,21
14088,21
14089,21
14090,21
14091,21
14092,21
14093,21
14094,21
14095,21
14096,21
14097,21
14098,21
14099,21
14100,21
14101,21
14102,21
14103,21
14104,21
14105,21
14106,21
14107,21
14108,21
14109,21
14110,21
14111,21
14112,21
14113,21
14114,21
14115,21
14116,21
14117,21
14118,21
14119,21
14120,21
14121,21
14122,21
14123,21
14124,21
14125,21
14126,21
14127,21
14128,21
14129,21
14130,21
14131,21
14132,21
14133,21
14134,21
14135,21
14136,21
14137,21
14138,21
14139,21
14140,21
14141,21
14142,21
14143,21
14144,21
14145,21
14146,21
14147,21
14148,21
14149,21
14150,21
14151,21
14152,21
14153,21
14154,21
14155,21
14156,21
14157,21
14158,21
14159,21
14160,21
14161,21
14162,21
14163,21
14164,21
14165,21
14166,21
14167,21
14168,21
14169,21
14170,21
14171,21
14172,21
14173,21
14174,21
14175,21
14176,21
14177,21
14178,21
14179,21
14180,21
14181,21
14182,21
14183,21
14184,21
14185,21
14186,21
14187,21
14188,21
14189,21
14190,21
14191,21
14192,21
14193,21
14194,21
14195,21
14196,21
14197,21
14198,21
14199,21
14200,21
14201,21
14202,21
14203,21
14204,21
14205,21
14206,21
14207,21
14208,21
14209,21
14210,21
14211,21
14212,21
14213,21
14214,21
14215,21
14216,21
14217,21
14218,21
14219,21
14220,21
14221,21
14222,21
14223,21
14224,21
14225,21
14226,21
14227,21
14228,21
14229,21
14230,21
14231,21
14232,21
14233,21
14234,21
14235,21
14236,21
14237,21
14238,21
14239,21
14240,21
14241,21
14242,21
14243,21
14244,21
14245,21
14246,21
14247,21
14248,21
14249,21
14250,21
14251,21
14252,21
14253,21
14254,21
14255,21
14256,21
14257,21
14258,21
14259,21
14260,21
14261,21
14262,21
14263,21
14264,21
14265,21
14266,21
14267,21
14268,21
14269,21
14270,21
14271,21
14272,21
14273,21
14274,21
14275,21
14276,21
14277,21
14278,21
14279,21
14280,21
14281,21
14282,21
14283,21
14284,21
14285,21
14286,21
14287,21
14288,21
14289,21
14290,21
14291,21
14292,21
14293,21
14294,21
14295,21
14296,21
14297,21
14298,21
14299,21
14300,21
14301,21
14302,21
14303,21
14304,21
14305,21
14306,21
14307,21
14308,21
14309,21
14310,21
14311,21
14312,21
14313,21
14314,21
14315,21
14316,21
14317,21
14318,21
14319,21
14320,21
14321,21
14322,21
14323,21
14324,21
14325,21
14326,21
14327,21
14328,21
14329,21
14330,21
14331,21
14332,21
14333,21
14334,21
14335,21
14336,21
14337,21
14338,21
14339,21
14340,21
14341,21
14342,21
14343,21
14344,21
14345,21
14346,21
14347,21
14348,21
14349,21
14350,21
14351,21
14352,21
14353,21
14354,21
14355,21
14356,21
14357,21
14358,21
14359,21
14360,21
14361,21
14362,21
14363,21
14364,21
14365,21
14366,21
14367,21
14368,21
14369,21
14370,21
14371,21
14372,21
14373,21
14374,21
14375,21
14376,21
14377,21
14378,21
14379,21
14380,21
14381,21
14382,21
14383,21
14384,21
14385,21
14386,21
14387,21
14388,21
14389,21
14390,21
14391,21
14392,21
14393,21
14394,21
14395,21
14396,21
14397,21
14398,21
14399,21
14400,21
14401,21
14402,21
14403,21
14404,21
14405,21
14406,21
14407,21
14408,21
14409,21
14410,21
14411,21
14412,21
14413,21
14414,21
14415,21
14416,21
14417,21
14418,21
14419,21
14420,21
14421,21
14422,21
14423,21
14424,21
14425,21
14426,21
14427,21
14428,21
14429,21
14430,21
14431,21
14432,21
14433,21
14434,21
14435,21
14436,21
14437,21
14438,21
14439,21
14440,21
14441,21
14442,21
14443,21
14444,21
14445,21
14446,21
14447,21
14448,21
14449,21
14450,21
14451,21
14452,21
14453,21
14454,21
14455,21
14456,21
14457,21
14458,21
14459,21
14460,21
14461,21
14462,21
14463,21
14464,21
14465,21
14466,21
14467,21
14468,21
14469,21
14470,21
14471,21
14472,21
14473,21
14474,21
14475,21
14476,21
14477,21
14478,21
14479,21
14480,21
14481,21
14482,21
14483,21
14484,21
14485,21
14486,21
14487,21
14488,21
14489,21
14490,21
14491,21
14492,21
14493,21
14494,21
14495,21
14496,21
14497,21
14498,21
14499,21
14500,21
14501,21
14502,21
14503,21
14504,21
14505,21
14506,21
14507,21
14508,21
14509,21
14510,21
14511,21
14512,21
14513,21
14514,21
14515,21
14516,21
14517,21
14518,21
14519,21
14520,21
14521,21
14522,21
14523,21
14524,21
14525,21
14526,21
14527,21
14528,21
14529,21
14530,21
14531,21
14532,21
14533,21
14534,21
14535,21
14536,21
14537,21
14538,21
14539,21
14540,21
14541,21
14542,21
14543,21
14544,21
14545,21
14546,21
14547,21
14548,21
14549,21
14550,21
14551,21
14552,21
14553,21
14554,21
14555,21
14556,21
14557,21
14558,21
14559,21
14560,21
14561,21
14562,21
14563,21
14564,21
14565,21
14566,21
14567,21
14568,21
14569,21
14570,21
14571,21
14572,21
14573,21
14574,21
14575,21
14576,21
14577,21
14578,21
14579,21
14580,21
14581,21
14582,21
14583,21
14584,21
14585,21
14586,21
14587,21
14588,21
14589,21
14590,21
14591,21
14592,21
14593,21
14594,21
14595,21
14596,21
14597,21
14598,21
14599,21
14600,21
14601,21
14602,21
14603,21
14604,21
14605,21
14606,21
14607,21
14608,21
14609,21
14610,21
14611,21
14612,21
14613,21
14614,21
14615,21
14616,21
14617,21
14618,21
14619,21
14620,21
14621,21
14622,21
14623,21
14624,21
14625,21
14626,21
14627,21
14628,21
14629,21
15295,23
15296,23
15297,23
15298,23
15299,23
15300,23
15301,23
15302,23
15303,23
15304,23
15305,23
15306,23
15307,23
15308,23
15309,23
15310,23
15311,23
15312,23
15313,23
15314,23
15315,23
15316,23
15317,23
15318,23
15319,23
15320,23
15321,23
15322,23
15323,23
15324,23
15325,23
15326,23
15327,23
15328,23
15329,23
15330,23
15331,23
15332,23
15333,23
15334,23
15335,23
15336,23
15337,23
15338,23
15339,23
15340,23
15341,23
15342,23
15343,23
15344,23
15345,23
15346,23
15347,23
15348,23
15349,23
15350,23
15351,23
15352,23
15353,23
15354,23
15355,23
15356,23
15357,23
15358,23
15359,23
15360,23
15361,23
15362,23
15363,23
15364,23
15365,23
15366,23
15367,23
15368,23
15369,23
15370,23
15371,23
15372,23
15373,23
15374,23
15375,23
15376,23
15377,23
15378,23
15379,23
15380,23
15381,23
15382,23
15383,23
15384,23
15385,23
15386,23
15387,23
15388,23
15389,23
15390,23
15391,23
15392,23
15393,23
15394,23
15395,23
15396,23
15397,23
15398,23
15399,23
15400,23
15401,23
15402,23
15403,23
15404,23
15405,23
15406,23
15407,23
15408,23
15409,23
15410,23
15411,23
15412,23
15413,23
15414,23
15415,23
15416,23
15417,23
15418,23
15419,23
15420,23
15421,23
15422,23
15423,23
15424,23
15425,23
15426,23
15427,23
15428,23
15429,23
15430,23
15431,23
15432,23
15433,23
15434,23
15435,23
15436,23
15437,23
15438,23
15439,23
15440,23
15441,23
15442,23
15443,23
15444,23
15445,23
15446,23
15447,23
15448,23
15449,23
15450,23
15451,23
15452,23
15453,23
15454,23
15455,23
15456,23
15457,23
15458,23
15459,23
15460,23
15461,23
15462,23
15463,23
15464,23
15465,23
15466,23
15467,23
15468,23
15469,23
15470,23
15471,23
15472,23
15473,23
15474,23
15475,23
15476,23
15477,23
15478,23
15479,23
15480,23
15481,23
15482,23
15483,23
15484,23
15485,23
15486,23
15487,23
15488,23
15489,23
15490,23
15491,23
15492,23
15493,23
15494,23
15495,23
15496,23
15497,23
15498,23
15499,23
15500,23
15501,23
15502,23
15503,23
15504,23
15505,23
15506,23
15507,23
15508,23
15509,23
15510,23
15511,23
15512,23
15513,23
15514,23
15515,23
15516,23
15517,23
15518,23
15519,23
15520,23
15521,23
15522,23
15523,23
15524,23
15525,23
15526,23
15527,23
15528,23
15529,23
15530,23
15531,23
15532,23
15533,23
15534,23
15535,23
15536,23
15537,23
15538,23
15539,23
15540,23
15541,23
15542,23
15543,23
15544,23
15545,23
15546,23
15547,23
15548,23
15549,23
15550,23
15551,23
15552,23
15553,23
15554,23
15555,23
15556,23
15557,23
15558,23
15559,23
15560,23
15561,23
15562,23
15563,23
15564,23
15565,23
15566,23
15567,23
15568,23
15569,23
15570,23
15571,23
15572,23
15573,23
15574,23
15575,23
15576,23
15577,23
15578,23
15579,23
15580,23
15581,23
15582,23
15583,23
15584,23
15585,23
15586,23
15587,23
15588,23
15589,23
15590,23
15591,23
15592,23
15593,23
15594,23
15595,23
15596,23
15597,23
15598,23
15599,23
15600,23
15601,23
15602,23
15603,23
15604,23
15605,23
15606,23
15607,23
15608,23
15609,23
15610,23
15611,23
15612,23
15613,23
15614,23
15615,23
15616,23
15617,23
15618,23
15619,23
15620,23
15621,23
15622,23
15623,23
15624,23
15625,23
15626,23
15627,23
15628,23
15629,23
15630,23
15631,23
15632,23
15633,23
15634,23
15635,23
15636,23
15637,23
15638,23
