,0
2499,T1
2500,T1
2501,T1
2502,T2
2503,T1
2504,T2
2505,T2
2506,T2
2507,T2
2508,T2
2509,T1
2510,T1
2511,T2
2512,T1
2513,T1
2514,T1
2515,T1
2516,T1
2517,T1
2518,T1
2519,T1
2520,T2
2521,T1
2522,T1
2523,T2
2524,T1
2525,T1
2526,T1
2527,T2
2528,T2
2529,T2
2530,T1
2531,T1
2532,T1
2533,T1
2534,T1
2535,T1
2536,T1
2537,T1
2538,T1
2539,T2
2540,T2
2541,T2
2542,T2
2543,T2
2544,T2
2545,T2
2546,T1
2547,T1
2548,T1
2549,T1
2550,T1
2551,T1
2552,T2
2553,T2
2554,T2
2555,T1
2556,T1
2557,T1
2558,T1
2559,T2
2560,T2
2561,T2
2562,T1
2563,T1
2564,T1
2565,T2
2566,T2
2567,T2
2568,T2
2569,T1
2570,T1
2571,T1
2572,T2
2573,T1
2574,T1
2575,T2
2576,T2
2577,T1
2578,T1
2579,T2
2580,T2
2581,T2
2582,T1
2583,T2
2584,T1
2585,T1
2586,T1
2587,T2
2588,T1
2589,T1
2590,T1
2591,T2
2592,T2
2593,T1
2594,T1
2595,T1
2596,T1
2597,T1
2598,T1
2599,T1
2600,T2
2601,T2
2602,T1
2603,T1
2604,T1
2605,T1
2606,T1
2607,T1
2608,T1
2609,T1
2610,T1
2611,T1
2612,T1
2613,T2
2614,T2
2615,T2
2616,T2
2617,T2
2618,T1
2619,T1
2620,T1
2621,T1
2622,T2
2623,T1
2624,T2
2625,T2
2626,T2
2627,T1
2628,T1
2629,T1
2630,T1
2631,T1
2632,T2
2633,T1
2634,T1
2635,T1
2636,T1
2637,T1
2638,T1
2639,T1
2640,T1
2641,T1
2642,T2
2643,T2
2644,T2
2645,T2
2646,T1
2647,T1
2648,T1
2649,T2
2650,T1
2651,T1
2652,T2
2653,T2
2654,T1
2655,T1
2656,T1
2657,T1
2658,T1
2659,T1
2660,T1
2661,T2
2662,T2
2663,T2
2664,T2
2665,T1
2666,T1
2667,T2
2668,T1
2669,T1
2670,T1
2671,T1
2672,T2
2673,T2
2674,T2
2675,T1
2676,T1
2677,T2
2678,T1
2679,T1
2680,T1
2681,T1
2682,T1
2683,T1
2684,T1
2685,T1
2686,T2
2687,T2
2688,T1
2689,T2
2690,T2
2691,T1
2692,T1
2693,T2
2694,T2
2695,T1
2696,T1
2697,T1
2698,T1
2699,T1
2700,T2
2701,T2
2702,T2
2703,T2
2704,T2
2705,T2
2706,T2
2707,T2
2708,T1
2709,T2
2710,T1
2711,T1
2712,T1
2713,T1
2714,T1
2715,T1
2716,T2
2717,T2
2718,T2
2719,T2
2720,T2
2721,T2
2722,T1
2723,T1
2724,T1
2725,T1
2726,T1
2727,T1
2728,T2
2729,T2
2730,T2
2731,T2
2732,T1
2733,T1
2734,T1
2735,T2
2736,T2
2737,T2
2738,T1
2739,T1
2740,T1
2741,T1
2742,T1
2743,T1
2744,T1
2745,T2
2746,T2
2747,T2
2748,T2
2749,T1
2750,T2
2751,T2
2752,T1
2753,T2
2754,T1
2755,T1
2756,T1
2757,T1
2758,T1
2759,T1
2760,T2
2761,T1
2762,T1
2763,T1
2764,T2
2765,T2
2766,T2
2767,T2
2768,T2
2769,T1
2770,T1
2771,T1
2772,T1
2773,T1
2774,T2
2775,T2
2776,T1
2777,T1
2778,T1
2779,T1
2780,T1
2781,T2
2782,T2
2783,T2
2784,T1
2785,T1
2786,T1
2787,T2
2788,T2
2789,T1
2790,T1
2791,T1
2792,T2
2793,T2
2794,T2
2795,T1
2796,T1
2797,T1
2798,T1
2799,T1
2800,T1
2801,T1
2802,T2
2803,T2
2804,T1
2805,T1
2806,T1
2807,T2
2808,T1
2809,T1
2810,T1
2811,T2
2812,T2
2813,T2
2814,T1
2815,T2
2816,T2
2817,T1
2818,T1
2819,T1
2820,T1
2821,T2
2822,T2
2823,T2
2824,T2
2825,T1
2826,T2
2827,T1
2828,T1
2829,T1
2830,T1
2831,T1
2832,T1
2833,T2
2834,T2
2835,T2
2836,T2
2837,T1
2838,T1
2839,T1
2840,T1
2841,T1
2842,T2
2843,T1
2844,T2
2845,T1
2846,T1
2847,T1
2848,T1
2849,T1
2850,T1
2851,T2
2852,T2
2853,T2
2854,T1
2855,T2
2856,T2
2857,T1
2858,T1
2859,T1
2860,T2
2861,T2
2862,T1
2863,T1
2864,T1
2865,T1
2866,T1
2867,T2
2868,T2
2869,T2
2870,T2
2871,T2
2872,T2
2873,T1
2874,T1
2875,T2
2876,T2
2877,T2
2878,T2
2879,T1
2880,T1
2881,T1
2882,T1
2883,T1
2884,T1
2885,T1
2886,T1
2887,T1
2888,T1
2889,T2
2890,T2
2891,T2
2892,T1
2893,T1
2894,T2
2895,T2
2896,T2
2897,T2
2898,T2
2899,T1
2900,T1
2901,T1
2902,T1
2903,T1
2904,T1
2905,T1
2906,T1
2907,T1
2908,T2
2909,T2
2910,T2
2911,T2
2912,T1
2913,T1
2914,T2
2915,T2
2916,T1
2917,T1
2918,T1
2919,T2
2920,T1
2921,T1
2922,T2
2923,T2
2924,T1
2925,T2
2926,T2
2927,T2
2928,T1
2929,T1
2930,T1
2931,T1
2932,T1
2933,T1
2934,T1
2935,T2
2936,T2
2937,T2
2938,T2
2939,T2
2940,T2
2941,T2
2942,T2
2943,T2
2944,T2
2945,T2
2946,T1
2947,T1
2948,T1
2949,T2
2950,T1
2951,T1
2952,T1
2953,T1
2954,T1
2955,T1
2956,T2
2957,T2
2958,T1
2959,T1
2960,T1
2961,T1
2962,T2
2963,T2
2964,T2
2965,T2
2966,T2
2967,T1
2968,T1
2969,T1
2970,T1
2971,T1
2972,T1
2973,T1
2974,T1
2975,T1
2976,T1
2977,T2
2978,T2
2979,T2
2980,T2
2981,T2
2982,T2
2983,T1
2984,T1
2985,T2
2986,T2
2987,T2
2988,T1
2989,T1
2990,T1
2991,T2
2992,T1
2993,T1
2994,T1
2995,T1
2996,T1
2997,T1
2998,T1
2999,T1
3000,T2
3001,T2
3002,T2
3003,T1
3004,T1
3005,T2
3006,T2
3007,T2
3008,T2
3009,T2
3010,T1
3011,T1
3012,T1
3013,T1
3014,T1
3015,T1
3016,T1
3017,T1
3018,T1
3019,T1
3020,T2
3021,T2
3022,T2
3023,T2
3024,T2
3025,T2
3026,T1
3027,T1
3028,T1
3029,T1
3030,T2
3031,T2
3032,T1
3033,T1
3034,T1
3035,T1
3036,T1
3037,T1
3038,T1
3039,T1
3040,T2
3041,T2
3042,T1
3043,T1
3044,T1
3045,T2
3046,T2
3047,T2
3048,T2
3049,T2
3050,T2
3051,T2
3052,T1
3053,T1
3054,T1
3055,T1
3056,T1
3057,T2
3058,T2
3059,T1
3060,T1
3061,T2
3062,T2
3063,T2
3064,T1
3065,T1
3066,T2
3067,T2
3068,T2
3069,T2
3070,T2
3071,T1
3072,T1
3073,T1
3074,T1
3075,T1
3076,T1
3077,T1
3078,T1
3079,T1
3080,T1
3081,T1
3082,T2
3083,T2
3084,T1
3085,T1
3086,T1
3087,T1
3088,T1
3089,T1
3090,T2
3091,T2
3092,T1
3093,T1
3094,T1
3095,T1
3096,T1
3097,T2
3098,T2
3099,T1
3100,T1
3101,T1
3102,T2
3103,T2
3104,T2
3105,T2
3106,T1
3107,T1
3108,T1
3109,T1
3110,T1
3111,T1
3112,T1
3113,T1
3114,T2
3115,T2
3116,T1
3117,T1
3118,T2
3119,T1
3120,T1
3121,T1
3122,T1
3123,T1
3124,T1
3125,T2
3126,T2
3127,T2
3128,T1
3129,T1
3130,T2
3131,T2
3132,T1
3133,T1
3134,T2
3135,T2
3136,T1
3137,T1
3138,T1
3139,T1
3140,T1
3141,T1
3142,T2
3143,T2
3144,T2
3145,T1
3146,T1
3147,T1
3148,T2
3149,T2
3150,T1
3151,T1
3152,T1
3153,T2
3154,T1
3155,T1
3156,T1
3157,T1
3158,T1
3159,T1
3160,T1
3161,T1
3162,T2
3163,T2
3164,T2
3165,T2
3166,T1
3167,T1
3168,T2
3169,T2
3170,T2
3171,T1
3172,T1
3173,T2
3174,T2
3175,T1
3176,T1
3177,T2
3178,T2
3179,T2
3180,T2
3181,T2
3182,T1
3183,T1
3184,T1
3185,T1
3186,T1
3187,T1
3188,T2
3189,T2
3190,T2
3191,T1
3192,T2
3193,T2
3194,T2
3195,T2
3196,T1
3197,T1
3198,T1
3199,T1
3200,T2
3201,T2
3202,T2
3203,T1
3204,T1
3205,T1
3206,T2
3207,T2
3208,T2
3209,T1
3210,T1
3211,T1
3212,T1
3213,T1
3214,T1
3215,T1
3216,T1
3217,T1
3218,T1
3219,T2
3220,T2
3221,T1
3222,T1
3223,T1
3224,T2
3225,T1
3226,T1
3227,T1
3228,T1
3229,T1
3230,T1
3231,T1
3232,T2
3233,T1
3234,T2
3235,T2
3236,T1
3237,T1
3238,T2
3239,T2
3240,T1
3241,T1
3242,T1
3243,T1
3244,T1
3245,T2
3246,T2
3247,T2
3248,T2
3249,T2
3250,T2
3251,T2
3252,T2
3253,T1
3254,T1
3255,T1
3256,T1
3257,T2
3258,T2
3259,T2
3260,T1
3261,T1
3262,T1
3263,T1
3264,T2
3265,T2
3266,T1
3267,T2
3268,T2
3269,T1
3270,T1
3271,T1
3272,T1
3273,T2
3274,T2
3275,T2
3276,T1
3277,T1
3278,T1
3279,T2
3280,T1
3281,T2
3282,T2
3283,T2
3284,T1
3285,T1
3286,T1
3287,T2
3288,T2
3289,T1
3290,T1
3291,T1
3292,T1
3293,T1
3294,T1
3295,T2
3296,T1
3297,T2
3298,T1
3299,T2
3300,T2
3301,T2
3302,T1
3303,T1
3304,T1
3305,T1
3306,T2
3307,T2
3308,T1
3309,T1
3310,T2
3311,T2
3312,T2
3313,T1
3314,T1
3315,T1
3316,T1
3317,T2
3318,T2
3319,T2
3320,T2
3321,T2
3322,T2
3323,T1
3324,T1
3325,T1
3326,T2
3327,T2
3328,T2
3329,T1
3330,T1
3331,T1
3332,T2
3333,T1
3334,T2
3335,T2
3336,T2
3337,T2
3338,T1
3339,T1
3340,T1
3341,T1
3342,T2
3343,T1
3344,T2
3345,T2
3346,T2
3347,T1
3348,T2
3349,T2
3350,T2
3351,T1
3352,T1
3353,T1
3354,T2
3355,T2
3356,T2
3357,T2
3358,T2
3359,T2
3360,T2
3361,T2
3362,T2
3363,T1
3364,T1
3365,T1
3366,T2
3367,T2
3368,T2
3369,T2
3370,T1
3371,T1
3372,T2
3373,T2
3374,T2
3375,T2
3376,T2
3377,T2
3378,T1
3379,T1
3380,T2
3381,T2
3382,T2
3383,T2
3384,T2
3385,T2
3386,T1
3387,T1
3388,T2
3389,T2
3390,T1
3391,T1
3392,T1
3393,T2
3394,T2
3395,T2
3396,T2
3397,T2
3398,T2
3399,T2
3400,T2
3401,T2
3402,T1
3403,T1
3404,T1
3405,T2
3406,T2
3407,T2
3408,T1
3409,T1
3410,T2
3411,T2
3412,T2
3413,T2
3414,T1
3415,T1
3416,T1
3417,T1
3418,T1
3419,T2
3420,T2
3421,T1
3422,T2
3423,T2
3424,T2
3425,T2
3426,T1
3427,T1
3428,T2
3429,T2
3430,T2
3431,T2
3432,T1
3433,T1
3434,T1
3435,T1
3436,T1
3437,T1
3438,T2
3439,T2
3440,T2
3441,T2
3442,T2
3443,T2
3444,T2
3445,T2
3446,T1
3447,T2
3448,T1
3449,T1
3450,T1
3451,T1
3452,T1
3453,T2
3454,T2
3455,T1
3456,T1
3457,T2
3458,T2
3459,T2
3460,T2
3461,T2
3462,T2
3463,T2
3464,T2
3465,T2
3466,T1
3467,T1
3468,T1
3469,T2
3470,T2
3471,T2
3472,T2
3473,T2
3474,T2
3475,T2
3476,T1
3477,T1
3478,T1
3479,T2
3480,T1
3481,T1
3482,T2
3483,T2
3484,T2
3485,T1
3486,T1
3487,T2
3488,T2
3489,T2
3490,T2
3491,T1
3492,T1
3493,T2
3494,T2
3495,T2
3496,T2
3497,T2
3498,T2
3499,T2
3500,T2
3501,T2
3502,T2
3503,T2
3504,T1
3505,T2
3506,T2
3507,T2
3508,T1
3509,T1
3510,T1
3511,T2
3512,T2
3513,T2
3514,T2
3515,T2
3516,T2
3517,T2
3518,T2
3519,T2
3520,T1
3521,T1
3522,T1
3523,T2
3524,T2
3525,T2
3526,T2
3527,T1
3528,T2
3529,T2
3530,T2
3531,T2
3532,T1
3533,T1
3534,T1
3535,T1
3536,T1
3537,T1
3538,T2
3539,T2
3540,T2
3541,T2
3542,T2
3543,T2
3544,T2
3545,T1
3546,T2
3547,T2
3548,T1
3549,T1
3550,T1
3551,T2
3552,T1
3553,T1
3554,T2
3555,T2
3556,T2
3557,T1
3558,T2
3559,T2
3560,T2
3561,T2
3562,T2
3563,T2
3564,T2
3565,T2
3566,T1
3567,T1
3568,T1
3569,T2
3570,T2
3571,T2
3572,T1
3573,T1
3574,T2
3575,T2
3576,T2
3577,T2
3578,T2
3579,T2
3580,T2
3581,T2
3582,T2
3583,T2
3584,T1
3585,T2
3586,T2
3587,T2
3588,T2
3589,T2
3590,T1
3591,T1
3592,T1
3593,T1
3594,T1
3595,T2
3596,T2
3597,T2
3598,T1
3599,T2
3600,T2
3601,T2
3602,T2
3603,T2
3604,T1
3605,T1
3606,T1
3607,T2
3608,T2
3609,T2
3610,T1
3611,T1
3612,T1
3613,T1
3614,T1
3615,T1
3616,T2
3617,T2
3618,T2
3619,T1
3620,T1
3621,T1
3622,T2
3623,T2
3624,T1
3625,T1
3626,T1
3627,T1
3628,T1
3629,T1
3630,T2
3631,T2
3632,T2
3633,T2
3634,T2
3635,T2
3636,T2
3637,T2
3638,T2
3639,T1
3640,T1
3641,T2
3642,T2
3643,T2
3644,T1
3645,T2
3646,T2
3647,T2
3648,T2
3649,T2
3650,T1
3651,T1
3652,T2
3653,T2
3654,T2
3655,T2
3656,T2
3657,T2
3658,T2
3659,T2
3660,T2
3661,T1
3662,T1
3663,T1
3664,T2
3665,T2
3666,T2
3667,T2
3668,T2
3669,T1
3670,T1
3671,T2
3672,T2
3673,T1
3674,T1
3675,T2
3676,T2
3677,T2
3678,T2
3679,T2
3680,T2
3681,T2
3682,T2
3683,T2
3684,T2
3685,T2
3686,T2
3687,T2
3688,T1
3689,T1
3690,T1
3691,T1
3692,T1
3693,T2
3694,T1
3695,T2
3696,T2
3697,T2
3698,T2
3699,T2
3700,T2
3701,T2
3702,T1
3703,T2
3704,T2
3705,T2
3706,T2
3707,T1
3708,T2
3709,T1
3710,T1
3711,T1
3712,T1
3713,T1
3714,T2
3715,T2
3716,T2
3717,T2
3718,T2
3719,T2
3720,T2
3721,T1
3722,T2
3723,T2
3724,T1
3725,T1
3726,T1
3727,T2
3728,T2
3729,T2
3730,T1
3731,T1
3732,T2
3733,T2
3734,T2
3735,T2
3736,T2
3737,T2
3738,T2
3739,T2
3740,T1
3741,T2
3742,T1
3743,T1
3744,T1
3745,T1
3746,T1
3747,T1
3748,T2
3749,T2
3750,T2
3751,T1
3752,T1
3753,T2
3754,T2
3755,T2
3756,T1
3757,T1
3758,T2
3759,T2
3760,T2
3761,T1
3762,T1
3763,T2
3764,T1
3765,T1
3766,T1
3767,T2
3768,T2
3769,T1
3770,T1
3771,T1
3772,T2
3773,T2
3774,T2
3775,T2
3776,T2
3777,T2
3778,T2
3779,T1
3780,T2
3781,T1
3782,T1
3783,T1
3784,T1
3785,T1
3786,T1
3787,T2
3788,T2
3789,T1
3790,T2
3791,T2
3792,T2
3793,T2
3794,T2
3795,T2
3796,T2
3797,T2
3798,T2
3799,T1
3800,T1
3801,T1
3802,T1
3803,T1
3804,T2
3805,T2
3806,T2
3807,T2
3808,T2
3809,T1
3810,T1
3811,T2
3812,T2
3813,T2
3814,T2
3815,T2
3816,T2
3817,T1
3818,T1
3819,T2
3820,T2
3821,T2
3822,T2
3823,T2
3824,T2
3825,T2
3826,T2
3827,T2
3828,T1
3829,T1
3830,T1
3831,T2
3832,T2
3833,T2
3834,T2
3835,T2
3836,T2
3837,T2
3838,T2
3839,T2
3840,T2
3841,T1
3842,T1
3843,T1
3844,T2
3845,T2
3846,T2
3847,T2
3848,T2
3849,T2
3850,T2
3851,T2
3852,T1
3853,T1
3854,T1
3855,T1
3856,T2
3857,T2
3858,T2
3859,T2
3860,T2
3861,T1
3862,T2
3863,T2
3864,T2
3865,T2
3866,T2
3867,T1
3868,T2
3869,T2
3870,T1
3871,T2
3872,T2
3873,T2
3874,T2
3875,T2
3876,T2
3877,T2
3878,T2
3879,T1
3880,T1
3881,T1
3882,T2
3883,T1
3884,T1
3885,T2
3886,T2
3887,T2
3888,T2
3889,T1
3890,T1
3891,T2
3892,T2
3893,T2
3894,T2
3895,T2
3896,T2
3897,T2
3898,T2
3899,T1
3900,T1
3901,T2
3902,T2
3903,T2
3904,T2
3905,T2
3906,T2
3907,T1
3908,T2
3909,T2
3910,T1
3911,T2
3912,T2
3913,T2
3914,T2
3915,T2
3916,T2
3917,T2
3918,T2
3919,T2
3920,T2
3921,T2
3922,T2
3923,T2
3924,T1
3925,T2
3926,T2
3927,T2
3928,T2
3929,T2
3930,T2
3931,T1
3932,T1
3933,T2
3934,T2
3935,T2
3936,T2
3937,T2
3938,T2
3939,T1
3940,T2
3941,T2
3942,T2
3943,T2
3944,T1
3945,T2
3946,T2
3947,T2
3948,T2
3949,T2
3950,T2
3951,T1
3952,T1
3953,T2
3954,T2
3955,T2
3956,T2
3957,T2
3958,T1
3959,T1
3960,T1
3961,T2
3962,T2
3963,T2
3964,T2
3965,T2
3966,T1
3967,T2
3968,T2
3969,T2
3970,T2
3971,T2
3972,T2
3973,T2
3974,T1
3975,T1
3976,T2
3977,T2
3978,T1
3979,T2
3980,T2
3981,T1
3982,T2
3983,T2
3984,T2
3985,T2
3986,T2
3987,T2
3988,T2
3989,T2
3990,T1
3991,T2
3992,T1
3993,T2
3994,T2
3995,T1
3996,T1
3997,T1
3998,T2
3999,T2
4000,T2
4001,T2
4002,T2
4003,T2
4004,T1
4005,T1
4006,T2
4007,T2
4008,T2
4009,T2
4010,T2
4011,T1
4012,T1
4013,T2
4014,T1
4015,T1
4016,T1
4017,T1
4018,T2
4019,T1
4020,T1
4021,T1
4022,T2
4023,T2
4024,T2
4025,T2
4026,T2
4027,T2
4028,T2
4029,T1
4030,T1
4031,T2
4032,T1
4033,T1
4034,T2
4035,T1
4036,T1
4037,T2
4038,T2
4039,T2
4040,T2
4041,T1
4042,T2
4043,T2
4044,T2
4045,T2
4046,T2
4047,T1
4048,T1
4049,T1
4050,T1
4051,T2
4052,T1
4053,T2
4054,T1
4055,T1
4056,T1
4057,T1
4058,T1
4059,T2
4060,T2
4061,T2
4062,T2
4063,T2
4064,T1
4065,T1
4066,T1
4067,T1
4068,T1
4069,T1
4070,T1
4071,T1
4072,T1
4073,T2
4074,T2
4075,T2
4076,T2
4077,T2
4078,T2
4079,T2
4080,T2
4081,T1
4082,T1
4083,T1
4084,T1
4085,T1
4086,T2
4087,T1
4088,T1
4089,T1
4090,T1
4091,T1
4092,T1
4093,T1
4094,T2
4095,T2
4096,T2
4097,T2
4098,T2
4099,T2
4100,T2
4101,T1
4102,T1
4103,T1
4104,T1
4105,T1
4106,T1
4107,T1
4108,T2
4109,T2
4110,T2
4111,T1
4112,T2
4113,T2
4114,T2
4115,T1
4116,T1
4117,T2
4118,T2
4119,T2
4120,T1
4121,T2
4122,T2
4123,T1
4124,T1
4125,T2
4126,T2
4127,T2
4128,T1
4129,T1
4130,T1
4131,T1
4132,T2
4133,T2
4134,T2
4135,T2
4136,T2
4137,T1
4138,T2
4139,T2
4140,T2
4141,T2
4142,T1
4143,T2
4144,T2
4145,T1
4146,T2
4147,T1
4148,T1
4149,T1
4150,T1
4151,T2
4152,T2
4153,T2
4154,T2
4155,T2
4156,T2
4157,T1
4158,T1
4159,T2
4160,T2
4161,T2
4162,T2
4163,T2
4164,T2
4165,T2
4166,T2
4167,T2
4168,T1
4169,T2
4170,T1
4171,T1
4172,T1
4173,T2
4174,T2
4175,T1
4176,T1
4177,T2
4178,T2
4179,T1
4180,T2
4181,T2
4182,T1
4183,T1
4184,T1
4185,T1
4186,T2
4187,T1
4188,T1
4189,T1
4190,T2
4191,T2
4192,T2
4193,T2
4194,T2
4195,T2
4196,T2
4197,T2
4198,T1
4199,T1
4200,T1
4201,T1
4202,T1
4203,T1
4204,T2
4205,T1
4206,T2
4207,T2
4208,T2
4209,T2
4210,T1
4211,T1
4212,T1
4213,T2
4214,T1
4215,T1
4216,T1
4217,T2
4218,T1
4219,T1
4220,T1
4221,T2
4222,T2
4223,T2
4224,T1
4225,T1
4226,T1
4227,T2
4228,T2
4229,T1
4230,T1
4231,T1
4232,T2
4233,T2
4234,T2
4235,T1
4236,T1
4237,T1
4238,T2
4239,T2
4240,T2
4241,T2
4242,T2
4243,T1
4244,T1
4245,T1
4246,T1
4247,T1
4248,T1
4249,T1
4250,T1
4251,T2
4252,T2
4253,T2
4254,T1
4255,T1
4256,T1
4257,T2
4258,T2
4259,T1
4260,T1
4261,T1
4262,T1
4263,T1
4264,T1
4265,T1
4266,T2
4267,T2
4268,T2
4269,T2
4270,T2
4271,T2
4272,T1
4273,T2
4274,T1
4275,T1
4276,T1
4277,T1
4278,T1
4279,T2
4280,T2
4281,T2
4282,T2
4283,T1
4284,T1
4285,T1
4286,T1
4287,T1
4288,T2
4289,T1
4290,T1
4291,T1
4292,T2
4293,T1
4294,T2
4295,T2
4296,T2
4297,T2
4298,T1
4299,T1
4300,T1
4301,T1
4302,T1
4303,T1
4304,T1
4305,T1
4306,T1
4307,T2
4308,T2
4309,T1
4310,T1
4311,T1
4312,T1
4313,T1
4314,T2
4315,T2
4316,T2
4317,T2
4318,T2
4319,T2
4320,T2
4321,T2
4322,T2
4323,T2
4324,T2
4325,T1
4326,T1
4327,T1
4328,T2
4329,T2
4330,T2
4331,T1
4332,T1
4333,T1
4334,T1
4335,T1
4336,T2
4337,T2
4338,T1
4339,T2
4340,T2
4341,T2
4342,T2
4343,T2
4344,T2
4345,T1
4346,T1
4347,T1
4348,T1
4349,T1
4350,T1
4351,T1
4352,T2
4353,T2
4354,T2
4355,T1
4356,T1
4357,T1
4358,T2
4359,T2
4360,T2
4361,T1
4362,T1
4363,T2
4364,T2
4365,T2
4366,T2
4367,T1
4368,T2
4369,T1
4370,T1
4371,T1
4372,T1
4373,T1
4374,T1
4375,T1
4376,T1
4377,T2
4378,T2
4379,T2
4380,T2
4381,T2
4382,T2
4383,T1
4384,T1
4385,T1
4386,T2
4387,T2
4388,T2
4389,T2
4390,T2
4391,T1
4392,T1
4393,T1
4394,T2
4395,T1
4396,T1
4397,T1
4398,T1
4399,T2
4400,T2
4401,T2
4402,T2
4403,T2
4404,T2
4405,T2
4406,T1
4407,T1
4408,T1
4409,T1
4410,T1
4411,T1
4412,T1
4413,T2
4414,T2
4415,T2
4416,T2
4417,T2
4418,T2
4419,T2
4420,T1
4421,T2
4422,T2
4423,T1
4424,T1
4425,T1
4426,T1
4427,T2
4428,T2
4429,T1
4430,T1
4431,T1
4432,T2
4433,T2
4434,T2
4435,T2
4436,T2
4437,T2
4438,T1
4439,T1
4440,T1
4441,T2
4442,T2
4443,T1
4444,T2
4445,T2
4446,T2
4447,T1
4448,T1
4449,T1
4450,T2
4451,T2
4452,T1
4453,T1
4454,T2
4455,T2
4456,T2
4457,T2
4458,T2
4459,T2
4460,T2
4461,T2
4462,T2
4463,T1
4464,T1
4465,T1
4466,T1
4467,T1
4468,T1
4469,T2
4470,T1
4471,T1
4472,T1
4473,T1
4474,T1
4475,T2
4476,T2
4477,T2
4478,T2
4479,T2
4480,T2
4481,T2
4482,T1
4483,T1
4484,T1
4485,T1
4486,T1
4487,T2
4488,T2
4489,T1
4490,T1
4491,T1
4492,T1
4493,T1
4494,T1
4495,T2
4496,T2
4497,T1
4498,T1
4499,T2
4500,T2
4501,T2
4502,T2
4503,T2
4504,T2
4505,T2
4506,T2
4507,T1
4508,T1
4509,T1
4510,T1
4511,T1
4512,T2
4513,T2
4514,T2
4515,T1
4516,T2
4517,T2
4518,T1
4519,T1
4520,T1
4521,T1
4522,T1
4523,T1
4524,T2
4525,T2
4526,T2
4527,T2
4528,T1
4529,T1
4530,T1
4531,T2
4532,T1
4533,T1
4534,T1
4535,T2
4536,T2
4537,T2
4538,T2
4539,T2
4540,T2
4541,T2
4542,T2
4543,T2
4544,T2
4545,T2
4546,T2
4547,T1
4548,T1
4549,T1
4550,T2
4551,T2
4552,T1
4553,T1
4554,T1
4555,T2
4556,T2
4557,T1
4558,T1
4559,T1
4560,T2
4561,T2
4562,T2
4563,T1
4564,T1
4565,T1
4566,T1
4567,T2
4568,T2
4569,T2
4570,T2
4571,T2
4572,T1
4573,T1
4574,T1
4575,T1
4576,T2
4577,T2
4578,T2
4579,T1
4580,T1
4581,T1
4582,T1
4583,T1
4584,T1
4585,T2
4586,T2
4587,T1
4588,T1
4589,T1
4590,T1
4591,T2
4592,T2
4593,T2
4594,T2
4595,T1
4596,T1
4597,T1
4598,T1
4599,T2
4600,T2
4601,T1
4602,T2
4603,T2
4604,T1
4605,T1
4606,T1
4607,T1
4608,T1
4609,T1
4610,T2
4611,T2
4612,T1
4613,T1
4614,T2
4615,T2
4616,T2
4617,T2
4618,T2
4619,T1
4620,T1
4621,T1
4622,T1
4623,T1
4624,T2
4625,T2
4626,T1
4627,T1
4628,T1
4629,T1
4630,T1
4631,T2
4632,T2
4633,T2
4634,T2
4635,T2
4636,T2
4637,T1
4638,T1
4639,T1
4640,T2
4641,T2
4642,T1
4643,T1
4644,T1
4645,T2
4646,T2
4647,T2
4648,T1
4649,T1
4650,T2
4651,T2
4652,T2
4653,T2
4654,T2
4655,T1
4656,T1
4657,T1
4658,T1
4659,T1
4660,T2
4661,T2
4662,T2
4663,T2
4664,T2
4665,T1
4666,T2
4667,T2
4668,T2
4669,T2
4670,T2
4671,T2
4672,T2
4673,T1
4674,T1
4675,T1
4676,T1
4677,T2
4678,T2
4679,T2
4680,T1
4681,T1
4682,T2
4683,T2
4684,T2
4685,T2
4686,T2
4687,T2
4688,T2
4689,T1
4690,T1
4691,T2
4692,T2
4693,T2
4694,T1
4695,T1
4696,T2
4697,T1
4698,T1
4699,T2
4700,T2
4701,T2
4702,T2
4703,T2
4704,T1
4705,T1
4706,T1
4707,T1
4708,T1
4709,T1
4710,T1
4711,T2
4712,T2
4713,T2
4714,T2
4715,T1
4716,T1
4717,T2
4718,T2
4719,T2
4720,T1
4721,T1
4722,T1
4723,T2
4724,T1
4725,T1
4726,T2
4727,T2
4728,T1
4729,T1
4730,T1
4731,T1
4732,T1
4733,T2
4734,T2
4735,T2
4736,T2
4737,T2
4738,T2
4739,T2
4740,T2
4741,T1
4742,T2
4743,T1
4744,T1
4745,T1
4746,T1
4747,T2
4748,T2
4749,T2
4750,T2
4751,T2
4752,T2
4753,T2
4754,T1
4755,T2
4756,T2
4757,T2
4758,T1
4759,T2
4760,T2
4761,T2
4762,T1
4763,T1
4764,T2
4765,T2
4766,T2
4767,T1
4768,T2
4769,T2
4770,T2
4771,T1
4772,T1
4773,T1
4774,T2
4775,T2
4776,T2
4777,T1
4778,T1
4779,T2
4780,T2
4781,T1
4782,T2
4783,T2
4784,T1
4785,T1
4786,T2
4787,T1
4788,T1
4789,T1
4790,T2
4791,T2
4792,T2
4793,T2
4794,T1
4795,T2
4796,T2
4797,T2
4798,T2
4799,T1
4800,T2
4801,T2
4802,T2
4803,T2
4804,T2
4805,T2
4806,T2
4807,T2
4808,T2
4809,T1
4810,T1
4811,T1
4812,T2
4813,T2
4814,T2
4815,T2
4816,T2
4817,T2
4818,T2
4819,T2
4820,T2
4821,T2
4822,T2
4823,T2
4824,T2
4825,T1
4826,T1
4827,T1
4828,T2
4829,T2
4830,T2
